name,email,password,department,year,photo_url
Mary Bennett,marybennett23ca@vetias.ac.in,-lZY0\[!,CA,2nd,https://dummyimage.com/850x658
Ashley Riggs,ashleyriggs24bba@vetias.ac.in,$(q]YCl&,BBA,1st,https://dummyimage.com/1002x414
Adam Hernandez,adamhernandez23it@vetias.ac.in,"""J98r$R.",IT,2nd,https://dummyimage.com/504x53
Adam Walton,adamwalton24it@vetias.ac.in,WK{Jn]LX,IT,1st,https://picsum.photos/789/221
George Pope,georgepope24soc@vetias.ac.in,|K5jiirh,Sociology,1st,https://placekitten.com/123/483
Chad Flores,chadflores22aid@vetias.ac.in,"3^$Ta"")^",AIDS,3rd,https://placekitten.com/201/129
David Parks,davidparks24bco@vetias.ac.in,"m@O;""M;r",BCom,1st,https://picsum.photos/1001/562
Marcus Daniels,marcusdaniels23aid@vetias.ac.in,W3&]n`Y<,AIDS,2nd,https://dummyimage.com/432x109
Meagan Yoder,meaganyoder22bco@vetias.ac.in,.587}l<O,BCom,3rd,https://dummyimage.com/387x691
Andrew Wilson,andrewwilson22soc@vetias.ac.in,vw;l%4fk,Sociology,3rd,https://dummyimage.com/941x881
Pamela Stevens,pamelastevens23bba@vetias.ac.in,7Fw{LL+W,BBA,2nd,https://picsum.photos/71/963
Alexander Morris,alexandermorris22it@vetias.ac.in,ROioNX^9,IT,3rd,https://placekitten.com/229/750
Brenda Duke,brendaduke22it@vetias.ac.in,E7^~$Xnp,IT,3rd,https://placekitten.com/444/237
Emily Torres,emilytorres23ca@vetias.ac.in,znOB+DGx,CA,2nd,https://dummyimage.com/234x304
Jessica Craig,jessicacraig24aid@vetias.ac.in,0AXk&Z2*,AIDS,1st,https://dummyimage.com/864x938
Luis Morris,luismorris23soc@vetias.ac.in,6lGQIN.L,Sociology,2nd,https://picsum.photos/60/710
Matthew Orozco,mattheworozco24bco@vetias.ac.in,&k*WqC%G,BCom,1st,https://placekitten.com/228/712
Adam Willis,adamwillis23soc@vetias.ac.in,"4'Z,~&#o",Sociology,2nd,https://dummyimage.com/350x599
Emily Galloway,emilygalloway22aid@vetias.ac.in,gP$[H]#?,AIDS,3rd,https://dummyimage.com/934x533
Kristy King,kristyking24soc@vetias.ac.in,\QZ\e*FG,Sociology,1st,https://picsum.photos/16/706
Jenny Yang,jennyyang24soc@vetias.ac.in,Ag!v0Qj8,Sociology,1st,https://picsum.photos/726/318
Dylan Jordan,dylanjordan23aid@vetias.ac.in,k5ApZ/T:,AIDS,2nd,https://dummyimage.com/503x226
Carol Oconnell,caroloconnell23bco@vetias.ac.in,I*)S2x%x,BCom,2nd,https://placekitten.com/980/268
Jason Ramirez,jasonramirez22it@vetias.ac.in,"""c9.'wgl",IT,3rd,https://placekitten.com/401/81
Thomas Mcdowell,thomasmcdowell24bco@vetias.ac.in,H~:4#X$5,BCom,1st,https://dummyimage.com/850x173
Jennifer Johnson,jenniferjohnson24ca@vetias.ac.in,"Q*;0K.,_",CA,1st,https://placekitten.com/273/251
Andrea Hayes,andreahayes23bco@vetias.ac.in,<jV?Y#MH,BCom,2nd,https://picsum.photos/818/394
Whitney Thompson,whitneythompson22ca@vetias.ac.in,p8nodpLd,CA,3rd,https://dummyimage.com/746x523
Katherine Mitchell,katherinemitchell24aid@vetias.ac.in,"J,!pR;->",AIDS,1st,https://placekitten.com/906/657
Colton Lopez,coltonlopez24soc@vetias.ac.in,st>|6K$],Sociology,1st,https://placekitten.com/46/180
Nancy Meyer MD,nancymeyermd24ca@vetias.ac.in,R#:G^0}?,CA,1st,https://dummyimage.com/95x967
Audrey Alexander,audreyalexander23aid@vetias.ac.in,"%Fl""'{x=",AIDS,2nd,https://dummyimage.com/425x736
Juan Garcia,juangarcia23it@vetias.ac.in,RfSta](3,IT,2nd,https://dummyimage.com/444x508
Michael Johnson,michaeljohnson23soc@vetias.ac.in,[knfBzel,Sociology,2nd,https://dummyimage.com/633x341
Julie Brown,juliebrown24bco@vetias.ac.in,%&=:Dd9|,BCom,1st,https://picsum.photos/146/243
Michael Gray,michaelgray24it@vetias.ac.in,"11d7,jPr",IT,1st,https://placekitten.com/989/43
Traci Hansen,tracihansen24it@vetias.ac.in,D;vse2Mc,IT,1st,https://placekitten.com/32/262
Jeffrey Meyers,jeffreymeyers22aid@vetias.ac.in,"gZ4M"",~|",AIDS,3rd,https://placekitten.com/106/618
Daniel Hale,danielhale23it@vetias.ac.in,'5V-XQ?i,IT,2nd,https://picsum.photos/770/120
Sharon Smith,sharonsmith24ca@vetias.ac.in,"hZ((w""q4",CA,1st,https://dummyimage.com/631x168
David Martinez,davidmartinez22aid@vetias.ac.in,l]i&v5-%,AIDS,3rd,https://dummyimage.com/98x149
Tonya Holmes,tonyaholmes23soc@vetias.ac.in,8TW\Nzig,Sociology,2nd,https://dummyimage.com/1008x452
Megan Love,meganlove23bco@vetias.ac.in,({jlhe2j,BCom,2nd,https://dummyimage.com/1009x881
Erin Robinson,erinrobinson23aid@vetias.ac.in,k##VcfDO,AIDS,2nd,https://placekitten.com/370/283
Maria Miller,mariamiller24it@vetias.ac.in,ZE681aHb,IT,1st,https://dummyimage.com/181x134
Lori Nichols DDS,lorinicholsdds24aid@vetias.ac.in,%%nR'JMs,AIDS,1st,https://dummyimage.com/737x70
Robert Mayer,robertmayer22it@vetias.ac.in,&2xidI$1,IT,3rd,https://placekitten.com/775/151
Nancy Dyer,nancydyer22ca@vetias.ac.in,Ek<Fb9O?,CA,3rd,https://placekitten.com/987/813
Shaun Nunez,shaunnunez23it@vetias.ac.in,rU%U^[XJ,IT,2nd,https://dummyimage.com/633x829
Rebecca Schneider,rebeccaschneider24aid@vetias.ac.in,e#$bls#|,AIDS,1st,https://placekitten.com/917/845
Joyce Jacobson,joycejacobson23bco@vetias.ac.in,"D:-fg""k4",BCom,2nd,https://picsum.photos/538/747
Diamond Moore,diamondmoore24aid@vetias.ac.in,"}s,#d]_*",AIDS,1st,https://placekitten.com/917/76
Kevin Myers,kevinmyers22soc@vetias.ac.in,@hz6'2+9,Sociology,3rd,https://picsum.photos/748/432
Christina Day,christinaday22it@vetias.ac.in,-(;e@o2.,IT,3rd,https://dummyimage.com/88x236
William Holland DDS,williamhollanddds24bba@vetias.ac.in,oA];`CZ8,BBA,1st,https://dummyimage.com/834x627
Robert Brooks,robertbrooks23bco@vetias.ac.in,1UGXQa[p,BCom,2nd,https://picsum.photos/124/757
Shelia Horton,sheliahorton23it@vetias.ac.in,fjtE{0#R,IT,2nd,https://placekitten.com/49/682
Jeffrey Matthews,jeffreymatthews22soc@vetias.ac.in,"bpOV.x""e",Sociology,3rd,https://placekitten.com/229/714
Keith Wall,keithwall24ca@vetias.ac.in,kh-5;5:6,CA,1st,https://dummyimage.com/716x956
Kelsey Young,kelseyyoung23aid@vetias.ac.in,k&STJQIJ,AIDS,2nd,https://placekitten.com/390/595
Charles Ware,charlesware24soc@vetias.ac.in,R.Uw86vK,Sociology,1st,https://placekitten.com/790/1012
Eric Smith,ericsmith22bba@vetias.ac.in,"%;m""$T'+",BBA,3rd,https://picsum.photos/233/216
Kyle Summers,kylesummers24ca@vetias.ac.in,&b##Ex_y,CA,1st,https://picsum.photos/65/858
Jonathan Guzman,jonathanguzman23soc@vetias.ac.in,d.%m>~bk,Sociology,2nd,https://picsum.photos/291/760
James Newman,jamesnewman22aid@vetias.ac.in,"lNnrt?),",AIDS,3rd,https://picsum.photos/281/40
Steven Adams,stevenadams23ca@vetias.ac.in,;|]ZITtK,CA,2nd,https://picsum.photos/482/15
Alicia Parker,aliciaparker24ca@vetias.ac.in,QUhYaLKd,CA,1st,https://dummyimage.com/463x999
Raymond Chavez,raymondchavez22ca@vetias.ac.in,;!A{#yoG,CA,3rd,https://picsum.photos/458/755
Rebecca Ramsey,rebeccaramsey22soc@vetias.ac.in,_#aBhb#a,Sociology,3rd,https://picsum.photos/518/624
Ann Hubbard,annhubbard22bba@vetias.ac.in,ig/Hp\G9,BBA,3rd,https://dummyimage.com/613x844
Lori Rios,loririos24aid@vetias.ac.in,"Y=O,#]eg",AIDS,1st,https://dummyimage.com/769x983
Charlotte Green,charlottegreen24soc@vetias.ac.in,hhvDol-H,Sociology,1st,https://dummyimage.com/735x966
Sandra Cooper,sandracooper23bco@vetias.ac.in,H*OofdO$,BCom,2nd,https://dummyimage.com/178x635
Amanda Rivera,amandarivera22soc@vetias.ac.in,j~vQFvGm,Sociology,3rd,https://picsum.photos/584/181
David Ward,davidward24it@vetias.ac.in,q82Pdj9=,IT,1st,https://placekitten.com/166/925
Randall Lamb MD,randalllambmd23ca@vetias.ac.in,i[=3]9PK,CA,2nd,https://picsum.photos/164/31
Danny Neal,dannyneal22soc@vetias.ac.in,|)8!E`'x,Sociology,3rd,https://placekitten.com/165/344
Tiffany Townsend,tiffanytownsend24ca@vetias.ac.in,_GG?*eF*,CA,1st,https://dummyimage.com/456x950
Daniel Sherman,danielsherman22bco@vetias.ac.in,eGIp_|gC,BCom,3rd,https://dummyimage.com/831x582
Melissa Marsh,melissamarsh22bco@vetias.ac.in,n)=/4<(T,BCom,3rd,https://picsum.photos/783/697
Tracy Roth,tracyroth22it@vetias.ac.in,".ric,l&j",IT,3rd,https://dummyimage.com/162x40
Brent Smith,brentsmith23soc@vetias.ac.in,p68dbi(n,Sociology,2nd,https://picsum.photos/234/640
Matthew Solis,matthewsolis22ca@vetias.ac.in,"T-=`dh,2",CA,3rd,https://picsum.photos/47/787
Sarah Lucero,sarahlucero22bco@vetias.ac.in,%r9rJdiF,BCom,3rd,https://placekitten.com/312/964
David Mcclure,davidmcclure22it@vetias.ac.in,"XM:+,CP(",IT,3rd,https://dummyimage.com/813x257
David White,davidwhite22aid@vetias.ac.in,6.[dYYgk,AIDS,3rd,https://picsum.photos/696/419
Johnny Macdonald,johnnymacdonald24ca@vetias.ac.in,D+CCNKuU,CA,1st,https://dummyimage.com/590x961
Linda Skinner,lindaskinner23aid@vetias.ac.in,=ON\56|',AIDS,2nd,https://placekitten.com/540/657
Michelle Dominguez,michelledominguez24bco@vetias.ac.in,N4T+!`no,BCom,1st,https://picsum.photos/28/330
Sandra Peterson,sandrapeterson22soc@vetias.ac.in,"n"";)?dfX",Sociology,3rd,https://picsum.photos/316/513
William Brown,williambrown23ca@vetias.ac.in,}X[w`@y@,CA,2nd,https://picsum.photos/309/1018
Jennifer Scott,jenniferscott22aid@vetias.ac.in,2fletHwA,AIDS,3rd,https://dummyimage.com/422x952
Kara Mcintosh,karamcintosh24it@vetias.ac.in,kziWjUVr,IT,1st,https://picsum.photos/257/944
Joshua Huang,joshuahuang22bba@vetias.ac.in,Y[I{f(Gg,BBA,3rd,https://placekitten.com/994/311
Dana Garcia,danagarcia22it@vetias.ac.in,`ga3=2K3,IT,3rd,https://picsum.photos/735/583
Sarah Mcdowell,sarahmcdowell23bba@vetias.ac.in,gt@/}\]],BBA,2nd,https://picsum.photos/974/425
Randy Huber,randyhuber24bco@vetias.ac.in,NR#`$^]<,BCom,1st,https://placekitten.com/211/647
Robert York,robertyork24bco@vetias.ac.in,{[x^^Eas,BCom,1st,https://placekitten.com/803/237
Gabriela Carter,gabrielacarter24bco@vetias.ac.in,J78`+VRC,BCom,1st,https://picsum.photos/776/635
Brenda Cameron,brendacameron24ca@vetias.ac.in,NjHq(fsV,CA,1st,https://placekitten.com/801/999
Sandra Stevens,sandrastevens22it@vetias.ac.in,=zcJJ{+n,IT,3rd,https://dummyimage.com/304x446
Jacqueline Hughes,jacquelinehughes23soc@vetias.ac.in,w|>u<FGo,Sociology,2nd,https://picsum.photos/145/453
Scott Lopez,scottlopez23ca@vetias.ac.in,8o+;FdoO,CA,2nd,https://picsum.photos/697/237
Kerry Harris,kerryharris24bba@vetias.ac.in,|/uMw8nl,BBA,1st,https://picsum.photos/449/85
Christina Becker,christinabecker22aid@vetias.ac.in,}@lPPtnE,AIDS,3rd,https://dummyimage.com/338x765
Peter Becker,peterbecker23ca@vetias.ac.in,5zY=dF)f,CA,2nd,https://placekitten.com/377/1007
Anna Robinson,annarobinson22aid@vetias.ac.in,U@#=P[`/,AIDS,3rd,https://dummyimage.com/187x412
David Stafford,davidstafford24ca@vetias.ac.in,Wo22AX'Z,CA,1st,https://picsum.photos/31/386
Mary Perez,maryperez23it@vetias.ac.in,cBBUCWth,IT,2nd,https://dummyimage.com/923x283
Carolyn Bush,carolynbush24soc@vetias.ac.in,g#1tVPRj,Sociology,1st,https://placekitten.com/673/782
Mary Evans,maryevans22bco@vetias.ac.in,diu8A?wE,BCom,3rd,https://placekitten.com/103/834
Nancy Daniels,nancydaniels22aid@vetias.ac.in,B9f?t8z#,AIDS,3rd,https://placekitten.com/1000/836
Laurie Johnson,lauriejohnson24it@vetias.ac.in,0D^:;-*@,IT,1st,https://dummyimage.com/316x358
Lauren Roberts,laurenroberts24bba@vetias.ac.in,Uv`GYT[V,BBA,1st,https://placekitten.com/897/658
Peter Lewis,peterlewis22aid@vetias.ac.in,='zbv|+%,AIDS,3rd,https://picsum.photos/341/658
Timothy Martin,timothymartin24soc@vetias.ac.in,;tiaIOf:,Sociology,1st,https://dummyimage.com/957x853
Tammy Jackson,tammyjackson23aid@vetias.ac.in,"PGu#W"",)",AIDS,2nd,https://placekitten.com/367/742
Richard White,richardwhite23soc@vetias.ac.in,"Z,Tl#bY}",Sociology,2nd,https://picsum.photos/226/465
Martin Combs,martincombs24bco@vetias.ac.in,_'cp&ZOb,BCom,1st,https://dummyimage.com/97x909
Daniel White,danielwhite23soc@vetias.ac.in,oL_`LC(\,Sociology,2nd,https://picsum.photos/565/463
Jacob Oneill MD,jacoboneillmd24it@vetias.ac.in,BPQ&N()d,IT,1st,https://placekitten.com/811/910
Justin Rasmussen,justinrasmussen23soc@vetias.ac.in,80CH2L=\,Sociology,2nd,https://placekitten.com/632/752
Megan Hubbard,meganhubbard23soc@vetias.ac.in,n@*W~lzF,Sociology,2nd,https://dummyimage.com/404x892
Sabrina Bryant,sabrinabryant22bba@vetias.ac.in,OM9xCEhx,BBA,3rd,https://dummyimage.com/444x220
Jennifer Johnson,jenniferjohnson22bba@vetias.ac.in,1o>qrh)F,BBA,3rd,https://placekitten.com/679/444
Justin Ruiz,justinruiz24soc@vetias.ac.in,"|,QXbEtU",Sociology,1st,https://dummyimage.com/595x903
Paul Romero,paulromero23aid@vetias.ac.in,c|Y@=/jl,AIDS,2nd,https://dummyimage.com/527x799
Luke Washington,lukewashington23aid@vetias.ac.in,:Zw)nI(a,AIDS,2nd,https://placekitten.com/189/319
Holly Holmes,hollyholmes24it@vetias.ac.in,)a51lhY/,IT,1st,https://picsum.photos/775/789
Tyler Mitchell,tylermitchell23aid@vetias.ac.in,J%YAfi/v,AIDS,2nd,https://dummyimage.com/285x307
James Lee Jr.,jamesleejr.23bco@vetias.ac.in,<(q'Fq01,BCom,2nd,https://placekitten.com/153/899
Jacob Stephenson,jacobstephenson24aid@vetias.ac.in,zL?f#[-M,AIDS,1st,https://placekitten.com/156/538
Rachel Green,rachelgreen23ca@vetias.ac.in,?0{*!28b,CA,2nd,https://picsum.photos/489/872
Robin Robinson,robinrobinson24it@vetias.ac.in,ETtB@I.|,IT,1st,https://dummyimage.com/789x806
Brian Miranda,brianmiranda24it@vetias.ac.in,38tmRce|,IT,1st,https://placekitten.com/545/104
Mark Powell,markpowell23bco@vetias.ac.in,2L@kaC1_,BCom,2nd,https://placekitten.com/651/656
Carla Wang,carlawang22soc@vetias.ac.in,Eda.4_9Q,Sociology,3rd,https://dummyimage.com/596x996
David Thompson,davidthompson24it@vetias.ac.in,|1K$*w4*,IT,1st,https://dummyimage.com/200x951
Mark Benson,markbenson23bco@vetias.ac.in,",Dj*I8Lv",BCom,2nd,https://dummyimage.com/34x402
Steven Moses,stevenmoses23bba@vetias.ac.in,wJNVyy|R,BBA,2nd,https://dummyimage.com/378x1016
Gerald Olson,geraldolson24bco@vetias.ac.in,"zq$`R|x""",BCom,1st,https://dummyimage.com/485x407
Casey Mcpherson,caseymcpherson23aid@vetias.ac.in,8i9h&oDn,AIDS,2nd,https://picsum.photos/253/63
Amy Lee,amylee22ca@vetias.ac.in,7%g>Qz]|,CA,3rd,https://dummyimage.com/520x373
Keith Scott,keithscott22aid@vetias.ac.in,rYHu:/DD,AIDS,3rd,https://picsum.photos/628/152
Denise Henderson,denisehenderson24ca@vetias.ac.in,F?{I6#GX,CA,1st,https://picsum.photos/1001/558
Dr. James Pacheco,dr.jamespacheco22aid@vetias.ac.in,E.IR&1$_,AIDS,3rd,https://dummyimage.com/60x816
Angel Black,angelblack23ca@vetias.ac.in,H+A$I*'g,CA,2nd,https://placekitten.com/830/508
Heather Foster,heatherfoster23bco@vetias.ac.in,3m')lnG.,BCom,2nd,https://picsum.photos/858/813
Roger Stokes,rogerstokes22aid@vetias.ac.in,_^_Uej&{,AIDS,3rd,https://picsum.photos/501/743
Eric Hodge,erichodge24it@vetias.ac.in,=5bx7TGL,IT,1st,https://picsum.photos/489/20
Jacqueline Ball,jacquelineball22it@vetias.ac.in,9RS?BI}H,IT,3rd,https://placekitten.com/741/909
Paula Green,paulagreen24ca@vetias.ac.in,zdtk*=Kp,CA,1st,https://dummyimage.com/858x749
James Booker,jamesbooker24it@vetias.ac.in,6L/*DXHh,IT,1st,https://placekitten.com/556/690
Jordan Lynch,jordanlynch24bba@vetias.ac.in,Oyw/TBMD,BBA,1st,https://placekitten.com/231/14
Cindy Melton,cindymelton23it@vetias.ac.in,>]IxNQBg,IT,2nd,https://picsum.photos/648/363
Michelle Mata,michellemata22bba@vetias.ac.in,aOb0W@W*,BBA,3rd,https://dummyimage.com/172x551
Kaitlyn Bryant,kaitlynbryant23it@vetias.ac.in,zNA?lcMN,IT,2nd,https://placekitten.com/974/1005
Jason Garza,jasongarza23aid@vetias.ac.in,Psts2s#Y,AIDS,2nd,https://dummyimage.com/864x940
Richard Beard,richardbeard24aid@vetias.ac.in,[!LU4X7',AIDS,1st,https://dummyimage.com/476x420
Richard Cameron,richardcameron22bco@vetias.ac.in,+[W6Kk4E,BCom,3rd,https://placekitten.com/27/25
Tanya Mclaughlin,tanyamclaughlin23ca@vetias.ac.in,~d`Hyzkg,CA,2nd,https://placekitten.com/733/74
Alexander Walters,alexanderwalters22it@vetias.ac.in,r{NO07MG,IT,3rd,https://dummyimage.com/122x881
Robert Richardson,robertrichardson23bba@vetias.ac.in,oa/5O*8!,BBA,2nd,https://dummyimage.com/76x334
Daniel Thomas,danielthomas23aid@vetias.ac.in,-s1XS.P),AIDS,2nd,https://dummyimage.com/901x521
Sheila Hammond MD,sheilahammondmd24bco@vetias.ac.in,quJE[i4j,BCom,1st,https://placekitten.com/994/619
Edward Ellis,edwardellis22bba@vetias.ac.in,&r~|rL98,BBA,3rd,https://picsum.photos/896/300
Deborah Hill MD,deborahhillmd24ca@vetias.ac.in,a;VCV78U,CA,1st,https://picsum.photos/958/775
Vanessa Ross,vanessaross24bba@vetias.ac.in,!v0g@R[p,BBA,1st,https://placekitten.com/422/122
Morgan Rodriguez,morganrodriguez22bco@vetias.ac.in,@q?L|%ec,BCom,3rd,https://placekitten.com/473/255
Victor Villarreal,victorvillarreal22ca@vetias.ac.in,j6bZMF7p,CA,3rd,https://picsum.photos/451/400
Alexandra Espinoza,alexandraespinoza23bco@vetias.ac.in,6-qH$;Pp,BCom,2nd,https://placekitten.com/890/333
Micheal Perry,michealperry24soc@vetias.ac.in,=9xcS$>J,Sociology,1st,https://dummyimage.com/653x677
Ronnie Thomas,ronniethomas22soc@vetias.ac.in,7i*-7oEH,Sociology,3rd,https://picsum.photos/721/811
Nicole Ward,nicoleward23it@vetias.ac.in,CW1#WD]7,IT,2nd,https://dummyimage.com/636x350
Roberto Walker,robertowalker23it@vetias.ac.in,I:]-[Sgg,IT,2nd,https://picsum.photos/701/467
Joshua Gordon,joshuagordon24bco@vetias.ac.in,"c""?"";C.>",BCom,1st,https://picsum.photos/557/954
Charles Santiago,charlessantiago23bba@vetias.ac.in,frs_TF'&,BBA,2nd,https://picsum.photos/413/999
Antonio Parker,antonioparker22bco@vetias.ac.in,"7"")=b];F",BCom,3rd,https://dummyimage.com/416x636
Bryan Black,bryanblack24bba@vetias.ac.in,"4{})l,Ef",BBA,1st,https://dummyimage.com/212x54
Brandon Thomas,brandonthomas22ca@vetias.ac.in,LzE-<tjw,CA,3rd,https://dummyimage.com/669x247
Michael Blevins,michaelblevins23ca@vetias.ac.in,!0W|N5{U,CA,2nd,https://picsum.photos/965/475
Michael Bruce,michaelbruce23it@vetias.ac.in,"k,SUP))i",IT,2nd,https://placekitten.com/418/19
Kevin Smith,kevinsmith23bco@vetias.ac.in,u^P)wkl0,BCom,2nd,https://picsum.photos/326/102
Jesus Johnson,jesusjohnson22it@vetias.ac.in,$1jBhWeN,IT,3rd,https://dummyimage.com/519x230
Parker Jarvis,parkerjarvis23aid@vetias.ac.in,v9zh7)@9,AIDS,2nd,https://placekitten.com/501/1012
Bobby Mays,bobbymays22soc@vetias.ac.in,jT;f#r^+,Sociology,3rd,https://dummyimage.com/861x166
Patrick Willis,patrickwillis22aid@vetias.ac.in,**#vbx.m,AIDS,3rd,https://picsum.photos/72/855
Carla Rasmussen,carlarasmussen23ca@vetias.ac.in,)S2P].?),CA,2nd,https://picsum.photos/936/564
Thomas Chapman,thomaschapman22aid@vetias.ac.in,7O;<I;OI,AIDS,3rd,https://placekitten.com/604/161
Brian Harris,brianharris23bba@vetias.ac.in,;DaCb`20,BBA,2nd,https://dummyimage.com/379x49
Roy Phillips,royphillips24bco@vetias.ac.in,@9^dVH>p,BCom,1st,https://picsum.photos/176/53
Dawn Roberson,dawnroberson24aid@vetias.ac.in,}L0Q|7{D,AIDS,1st,https://placekitten.com/630/157
Austin Scott,austinscott22aid@vetias.ac.in,$h-~/e>x,AIDS,3rd,https://dummyimage.com/284x426
Richard Clark,richardclark23aid@vetias.ac.in,dcE(-k7N,AIDS,2nd,https://picsum.photos/290/186
Yvonne Gonzalez,yvonnegonzalez23bco@vetias.ac.in,V60>$gdg,BCom,2nd,https://dummyimage.com/657x790
Christopher Mosley,christophermosley24aid@vetias.ac.in,"kRSW)eA""",AIDS,1st,https://picsum.photos/420/131
Kevin Williams,kevinwilliams23bba@vetias.ac.in,"]x""2K<(c",BBA,2nd,https://dummyimage.com/281x924
Pamela Grant,pamelagrant23it@vetias.ac.in,",=sA"".Bo",IT,2nd,https://dummyimage.com/281x941
Richard Harvey,richardharvey22soc@vetias.ac.in,?YA$1e4M,Sociology,3rd,https://placekitten.com/881/625
Gerald Jones,geraldjones22aid@vetias.ac.in,"2L""M'=;4",AIDS,3rd,https://picsum.photos/666/839
Michelle Davis,michelledavis22ca@vetias.ac.in,g0~#brVo,CA,3rd,https://placekitten.com/449/714
Ronald Parrish,ronaldparrish22ca@vetias.ac.in,|fJ(Ds*A,CA,3rd,https://picsum.photos/894/744
Kelly Cordova,kellycordova23bba@vetias.ac.in,k[:9Zd/I,BBA,2nd,https://picsum.photos/382/451
Crystal Rogers,crystalrogers23soc@vetias.ac.in,"R$Q&H^""A",Sociology,2nd,https://picsum.photos/804/138
Hannah Murphy,hannahmurphy23soc@vetias.ac.in,"uoo5,H%{",Sociology,2nd,https://dummyimage.com/57x725
Holly Russell,hollyrussell23aid@vetias.ac.in,zL^9=iyb,AIDS,2nd,https://placekitten.com/151/46
Gabriela Williams,gabrielawilliams22aid@vetias.ac.in,^/xwn7X0,AIDS,3rd,https://placekitten.com/508/106
Katrina Williams,katrinawilliams22ca@vetias.ac.in,JhKa}YOG,CA,3rd,https://dummyimage.com/745x748
Jason Lee,jasonlee24soc@vetias.ac.in,yk&~TSV2,Sociology,1st,https://picsum.photos/641/466
Kristopher Kennedy,kristopherkennedy23ca@vetias.ac.in,U[%;`2j2,CA,2nd,https://dummyimage.com/34x359
Sergio Rios,sergiorios22bba@vetias.ac.in,P<o>%)^f,BBA,3rd,https://picsum.photos/172/896
Nicole Thomas,nicolethomas22bba@vetias.ac.in,"Ca8&@*b,",BBA,3rd,https://picsum.photos/23/88
Kathryn Gomez,kathryngomez22bco@vetias.ac.in,UrT}DG]t,BCom,3rd,https://picsum.photos/883/992
Cindy Hernandez,cindyhernandez24bba@vetias.ac.in,1)yuY^Xa,BBA,1st,https://dummyimage.com/870x674
David Fletcher,davidfletcher22soc@vetias.ac.in,!l6kk}PN,Sociology,3rd,https://dummyimage.com/771x728
Stephen Wang,stephenwang24aid@vetias.ac.in,ziKjDkR$,AIDS,1st,https://dummyimage.com/924x780
John Butler,johnbutler23it@vetias.ac.in,Ilt?$<h;,IT,2nd,https://dummyimage.com/893x959
Antonio Taylor,antoniotaylor24bba@vetias.ac.in,V3Q)n2E!,BBA,1st,https://dummyimage.com/270x648
Bradley Elliott,bradleyelliott24bco@vetias.ac.in,:cWYGmTQ,BCom,1st,https://placekitten.com/558/171
Sierra Warren,sierrawarren24bba@vetias.ac.in,eE#ws.#N,BBA,1st,https://picsum.photos/750/387
Michael Johnston,michaeljohnston24ca@vetias.ac.in,"L~>.N""E=",CA,1st,https://placekitten.com/513/162
Jeremy Allen,jeremyallen22bco@vetias.ac.in,I)9|rWu},BCom,3rd,https://placekitten.com/946/908
Robert Hall,roberthall23soc@vetias.ac.in,4Ckm8Hj@,Sociology,2nd,https://placekitten.com/994/426
Walter Baker,walterbaker22bco@vetias.ac.in,;[1Q@D+@,BCom,3rd,https://placekitten.com/994/969
John Morales,johnmorales23it@vetias.ac.in,"Q\vN,oDC",IT,2nd,https://dummyimage.com/965x522
Nicholas Stevenson,nicholasstevenson22aid@vetias.ac.in,Tpt@(iu5,AIDS,3rd,https://dummyimage.com/283x634
Patrick Henderson,patrickhenderson23soc@vetias.ac.in,\r5:5Rc2,Sociology,2nd,https://picsum.photos/684/339
Thomas Casey,thomascasey23ca@vetias.ac.in,+U6<X]<T,CA,2nd,https://placekitten.com/446/225
Elizabeth Harris,elizabethharris24soc@vetias.ac.in,wiMobyXE,Sociology,1st,https://picsum.photos/639/894
